gene_name,item_number,product_name
POMK/GNPTAB,HZGHC007375c002,HAP1 POMK/GNPTAB (-)
POMK/GNPTAB,HZGHC007375c003,HAP1 POMK/GNPTAB (-)
POMK/GNPTAB,HZGHC007375c012,HAP1 POMK/GNPTAB (-)
ALOX5/ALOX15,HZGHC007377c001,HAP1 ALOX5/ALOX15 (-)
ALOX5/ALOX15,HZGHC007377c004,HAP1 ALOX5/ALOX15 (-)
ALOX5/ALOX15,HZGHC007377c006,HAP1 ALOX5/ALOX15 (-)
ALOX5/ALOX15,HZGHC007377c011,HAP1 ALOX5/ALOX15 (-)
HNRNPA2B1,HZGHC007378c004,HAP1 HNRNPA2B1 (-)
HNRNPA2B1,HZGHC007378c010,HAP1 HNRNPA2B1 (-)
ATF4,HZGHC007380c002,HAP1 ATF4 (-)
ATF4,HZGHC007380c010,HAP1 ATF4 (-)
LRPAP1,HZGHC007383c003,HAP1 LRPAP1 (-)
LRPAP1,HZGHC007383c007,HAP1 LRPAP1 (-)
LMNA/LBR,HZGHC007384c001,HAP1 LMNA/LBR (-)
LMNA/LBR,HZGHC007384c005,HAP1 LMNA/LBR (-)
LMNA/LBR,HZGHC007384c009,HAP1 LMNA/LBR (-)
LMNA/LBR,HZGHC007384c010,HAP1 LMNA/LBR (-)
LMNA/LBR,HZGHC007384c011,HAP1 LMNA/LBR (-)
KTN1,HZGHC007386c004,HAP1 KTN1 (-)
KTN1,HZGHC007386c008,HAP1 KTN1 (-)
KTN1,HZGHC007386c010,HAP1 KTN1 (-)
KTN1,HZGHC007386c011,HAP1 KTN1 (-)
UCHL5,HZGHC007388c001,HAP1 UCHL5 (-)
UCHL5,HZGHC007388c002,HAP1 UCHL5 (-)
UCHL5,HZGHC007388c004,HAP1 UCHL5 (-)
CDA,HZGHC007390c003,HAP1 CDA (-)
CDA,HZGHC007390c005,HAP1 CDA (-)
CDA,HZGHC007390c006,HAP1 CDA (-)
CDA,HZGHC007390c007,HAP1 CDA (-)
CDA,HZGHC007390c008,HAP1 CDA (-)
CDA,HZGHC007390c012,HAP1 CDA (-)
LRP4,HZGHC007394c002,HAP1 LRP4 (-)
LRP4,HZGHC007394c003,HAP1 LRP4 (-)
LRP4,HZGHC007394c007,HAP1 LRP4 (-)
LRP4,HZGHC007394c008,HAP1 LRP4 (-)
LRP4,HZGHC007394c012,HAP1 LRP4 (-)
WDR45B,HZGHC007395c006,HAP1 WDR45B (-)
WDR45B,HZGHC007395c012,HAP1 WDR45B (-)
FBXL14,HZGHC007397c001,HAP1 FBXL14 (-)
FBXL14,HZGHC007397c010,HAP1 FBXL14 (-)
ZNRD1,HZGHC007399c006,HAP1 ZNRD1 (-)
ZNRD1,HZGHC007399c012,HAP1 ZNRD1 (-)
ZNRD1,HZGHC007400c003,HAP1 ZNRD1 (-)
ZNRD1,HZGHC007400c004,HAP1 ZNRD1 (-)
ANKRD9,HZGHC007401c005,HAP1 ANKRD9  (-)
ANKRD9,HZGHC007401c009,HAP1 ANKRD9  (-)
ANKRD9,HZGHC007402c003,HAP1 ANKRD9 (-)
ANKRD9,HZGHC007402c005,HAP1 ANKRD9 (-)
LMBR1L,HZGHC007405c003,HAP1 LMBR1L (-)
LMBR1L,HZGHC007405c004,HAP1 LMBR1L (-)
LMBR1L,HZGHC007405c006,HAP1 LMBR1L (-)
LMBR1L,HZGHC007405c011,HAP1 LMBR1L (-)
SMG8,HZGHC007408c007,HAP1 SMG8 (-)
SMG9,HZGHC007409c001,HAP1 SMG9 (-)
SMG9,HZGHC007409c009,HAP1 SMG9 (-)
APMAP,HZGHC007412c001,HAP1 APMAP  (-)
APMAP,HZGHC007412c002,HAP1 APMAP  (-)
APMAP,HZGHC007412c008,HAP1 APMAP  (-)
APMAP,HZGHC007412c010,HAP1 APMAP  (-)
SS18,HZGHC007415c005,HAP1 SS18 (-)
SS18,HZGHC007416c002,HAP1 SS18 (-)
SS18,HZGHC007416c009,HAP1 SS18 (-)
SS18,HZGHC007416c010,HAP1 SS18 (-)
SS18L1,HZGHC007417c004,HAP1 SS18L1 (-)
SS18L1,HZGHC007417c007,HAP1 SS18L1 (-)
SS18L1,HZGHC007417c008,HAP1 SS18L1 (-)
SS18L1,HZGHC007417c009,HAP1 SS18L1 (-)
SS18L1,HZGHC007417c011,HAP1 SS18L1 (-)
SS18L1,HZGHC007417c012,HAP1 SS18L1 (-)
PSAP,HZGHC007419c006,HAP1 PSAP (-)
PSAP,HZGHC007420c001,HAP1 PSAP (-)
RC3H2,HZGHC007421c005,HAP1 RC3H2 (-)
RC3H2,HZGHC007421c008,HAP1 RC3H2 (-)
RC3H2,HZGHC007421c010,HAP1 RC3H2 (-)
TMEM97,HZGHC007423c002,HAP1 TMEM97 (-)
TMEM97,HZGHC007423c005,HAP1 TMEM97 (-)
TMEM97,HZGHC007423c009,HAP1 TMEM97 (-)
HIP1/HIP1R,HZGHC007427c001,HAP1 HIP1/HIP1R (-)
HIP1/HIP1R,HZGHC007427c002,HAP1 HIP1/HIP1R (-)
HIP1/HIP1R,HZGHC007427c003,HAP1 HIP1/HIP1R (-)
HIP1/HIP1R,HZGHC007427c004,HAP1 HIP1/HIP1R (-)
HIP1/HIP1R,HZGHC007427c007,HAP1 HIP1/HIP1R (-)
HIP1/HIP1R,HZGHC007427c010,HAP1 HIP1/HIP1R (-)
HIP1/HIP1R,HZGHC007427c012,HAP1 HIP1/HIP1R (-)
RC3H1,HZGHC007428c012,HAP1 RC3H1 (-)
TXNDC17,HZGHC007429c006,HAP1 TXNDC17 (-)
TXNDC17,HZGHC007430c012,HAP1 TXNDC17 (-)
PANK3,HZGHC007431c001,HAP1 PANK3 (-)
PANK3,HZGHC007431c012,HAP1 PANK3 (-)
UBR7,HZGHC007433c001,HAP1 UBR7 (-)
UBR7,HZGHC007433c005,HAP1 UBR7 (-)
UBR7,HZGHC007433c007,HAP1 UBR7 (-)
RHOT2,HZGHC007436c005,HAP1 RHOT2 (-)
RHOT2,HZGHC007436c007,HAP1 RHOT2 (-)
THADA,HZGHC007438c005,HAP1 THADA (-)
THADA,HZGHC007438c011,HAP1 THADA (-)
THADA,HZGHC007438c012,HAP1 THADA (-)
EOGT,HZGHC007440c005,HAP1 EOGT (-)
HDLBP,HZGHC007441c005,HAP1 HDLBP (-)
HDLBP,HZGHC007441c008,HAP1 HDLBP (-)
HDLBP,HZGHC007442c015,HAP1 HDLBP (-)
HDLBP,HZGHC007442c025,HAP1 HDLBP (-)
HDLBP,HZGHC007442c027,HAP1 HDLBP (-)
HDLBP,HZGHC007442c030,HAP1 HDLBP (-)
PRMT9,HZGHC007443c005,HAP1 PRMT9 (-)
PRMT9,HZGHC007443c006,HAP1 PRMT9 (-)
PRMT9,HZGHC007443c007,HAP1 PRMT9 (-)
SULT1A1,HZGHC007446c003,HAP1 SULT1A1 (-)
SULT1A1,HZGHC007446c004,HAP1 SULT1A1 (-)
SULT1A1,HZGHC007446c008,HAP1 SULT1A1 (-)
MALT1,HZGHC007449c004,HAP1 MALT1 (-)
MALT1,HZGHC007449c007,HAP1 MALT1 (-)
PRDX4,HZGHC007451c001,HAP1 PRDX4 (-)
PRDX4,HZGHC007451c002,HAP1 PRDX4 (-)
PRDX4,HZGHC007451c008,HAP1 PRDX4 (-)
PRDX4,HZGHC007451c009,HAP1 PRDX4 (-)
PRDX4,HZGHC007451c011,HAP1 PRDX4 (-)
PRDX4,HZGHC007451c012,HAP1 PRDX4 (-)
MAEA,HZGHC007454c002,HAP1 MAEA (-)
MAEA,HZGHC007454c003,HAP1 MAEA (-)
MAEA,HZGHC007454c004,HAP1 MAEA (-)
RANBP9,HZGHC007455c005,HAP1 RANBP9 (-)
RANBP9,HZGHC007455c011,HAP1 RANBP9 (-)
RMND5A,HZGHC007458c006,HAP1 RMND5A (-)
RMND5A,HZGHC007458c007,HAP1 RMND5A (-)
RMND5A,HZGHC007458c011,HAP1 RMND5A (-)
WDR26,HZGHC007459c003,HAP1 WDR26 (-)
WDR26,HZGHC007459c004,HAP1 WDR26 (-)
WDR26,HZGHC007459c005,HAP1 WDR26 (-)
WDR26,HZGHC007459c008,HAP1 WDR26 (-)
RAB39B,HZGHC007462c002,HAP1 RAB39B (-)
RAB39B,HZGHC007462c003,HAP1 RAB39B (-)
RAB39B,HZGHC007462c008,HAP1 RAB39B (-)
NME1,HZGHC007464c018,HAP1 NME1-NME2 (-)
NME1,HZGHC007464c021,HAP1 NME1-NME2 (-)
NME1,HZGHC007464c023,HAP1 NME1-NME2 (-)
PHPT1,HZGHC007465c013,HAP1 PHPT1 (-)
PHPT1,HZGHC007465c015,HAP1 PHPT1 (-)
PHPT1,HZGHC007465c016,HAP1 PHPT1 (-)
GLI3,HZGHC007467c013,HAP1 GLI3 (-)
GLI3,HZGHC007467c016,HAP1 GLI3 (-)
GLI3,HZGHC007467c021,HAP1 GLI3 (-)
TRIP11,HZGHC007471c001,HAP1 TRIP11 (-)
TRIP11,HZGHC007471c007,HAP1 TRIP11 (-)
TRIP11,HZGHC007471c009,HAP1 TRIP11 (-)
TRIP11,HZGHC007471c011,HAP1 TRIP11 (-)
TMC6,HZGHC007474c004,HAP1 TMC6 (-)
TMC6,HZGHC007474c005,HAP1 TMC6 (-)
TMC6,HZGHC007474c008,HAP1 TMC6 (-)
TMC6,HZGHC007474c009,HAP1 TMC6 (-)
AGAP1,HZGHC007476c001,HAP1 AGAP1 (-)
AGAP1,HZGHC007476c003,HAP1 AGAP1 (-)
AGAP1,HZGHC007476c006,HAP1 AGAP1 (-)
AGAP1,HZGHC007476c007,HAP1 AGAP1 (-)
RBM7,HZGHC007478c004,HAP1 RBM7 (-)
RBM7,HZGHC007478c005,HAP1 RBM7 (-)
RBM7,HZGHC007478c008,HAP1 RBM7 (-)
RBM7,HZGHC007478c009,HAP1 RBM7 (-)
RBM7,HZGHC007479c003,HAP1 RBM7 (-)
RBM7,HZGHC007479c010,HAP1 RBM7 (-)
GALK2,HZGHC007480c006,HAP1 GALK2 (-)
GALK2,HZGHC007480c008,HAP1 GALK2 (-)
GALK2,HZGHC007480c011,HAP1 GALK2 (-)
GALK2,HZGHC007481c003,HAP1 GALK2 (-)
GALK2,HZGHC007481c010,HAP1 GALK2 (-)
GALK2,HZGHC007481c012,HAP1 GALK2 (-)
UPS30,HZGHC007482c007,HAP1 UPS30 (-)
USP30,HZGHC007482c008,HAP1 USP30 (-)
USP30,HZGHC007482c012,HAP1 USP30 (-)
PPT1,HZGHC007486c004,HAP1 PPT1 (-)
PPT1,HZGHC007486c007,HAP1 PPT1 (-)
PPT1,HZGHC007486c008,HAP1 PPT1 (-)
NAGLU,HZGHC007488c001,HAP1 NAGLU (-)
NAGLU,HZGHC007488c004,HAP1 NAGLU (-)
NAGLU,HZGHC007488c007,HAP1 NAGLU (-)
EXOSC6,HZGHC007490c001,HAP1 EXOSC6 (-)
EXOSC6,HZGHC007490c002,HAP1 EXOSC6 (-)
GALK2/NAGK,HZGHC007492c002,HAP1 GALK2/NAGK (-)
GALK2/NAGK,HZGHC007492c003,HAP1 GALK2/NAGK (-)
GALK2/NAGK,HZGHC007492c010,HAP1 GALK2/NAGK (-)
ARG2,HZGHC007494c007,HAP1 ARG2 (-)
ARG2,HZGHC007494c008,HAP1 ARG2 (-)
ARG2,HZGHC007494c010,HAP1 ARG2 (-)
RBM4,HZGHC007496c001,HAP1 RBM4 (-)
RBM4,HZGHC007496c003,HAP1 RBM4 (-)
RBM4,HZGHC007497c005,HAP1 RBM4 (-)
RBM4B,HZGHC007498c001,HAP1 RBM4B (-)
MATR3,HZGHC007500c001,HAP1 MATR3 (-)
MATR3,HZGHC007500c004,HAP1 MATR3 (-)
MATR3,HZGHC007500c005,HAP1 MATR3 (-)
FRS2,HZGHC007502c007,HAP1 FRS2 (-)
FRS2,HZGHC007502c012,HAP1 FRS2 (-)
EMC2,HZGHC007505c011,HAP1 EMC2 (-)
PPIG,HZGHC007509c001,HAP1 PPIG (-)
PPIG,HZGHC007509c006,HAP1 PPIG (-)
PANK1,HZGHC007510c004,HAP1 PANK1 (-)
PANK1,HZGHC007510c006,HAP1 PANK1 (-)
PANK1,HZGHC007511c005,HAP1 PANK1 (-)
PANK1,HZGHC007511c007,HAP1 PANK1 (-)
N4BP2,HZGHC007512c001,HAP1 N4BP2 (-)
N4BP2,HZGHC007512c012,HAP1 N4BP2 (-)
N4BP2,HZGHC007513c005,HAP1 N4BP2 (-)
SUN1,HZGHC007514c006,HAP1 SUN1 (-)
SUN1,HZGHC007515c005,HAP1 SUN1 (-)
SUN1,HZGHC007515c009,HAP1 SUN1 (-)
SUN1,HZGHC007515c010,HAP1 SUN1 (-)
ACSS1,HZGHC007519c003,HAP1 ACSS1 (-)
ACSS1,HZGHC007519c004,HAP1 ACSS1 (-)
ACSS1,HZGHC007519c005,HAP1 ACSS1 (-)
ACSS1,HZGHC007519c007,HAP1 ACSS1 (-)
ACSS1,HZGHC007519c008,HAP1 ACSS1 (-)
ACSS1,HZGHC007519c009,HAP1 ACSS1 (-)
TMEM98,HZGHC007524c011,HAP1 TMEM98 (-)
TMEM98,HZGHC007524c015,HAP1 TMEM98 (-)
RBM4/RBM4B,HZGHC007525c008,HAP1 RBM4/RBM4B (-)
RBM4/RBM4B,HZGHC007525c012,HAP1 RBM4/RBM4B (-)
RBM4/RBM4B,HZGHC007525c015,HAP1 RBM4/RBM4B (-)
RAD18,HZGHC007527c001,HAP1 RAD18 (-)
RAD18,HZGHC007527c002,HAP1 RAD18 (-)
RAD18,HZGHC007527c010,HAP1 RAD18 (-)
KIAA0556,HZGHC007528c001,HAP1 KIAA0556 (-)
KIAA0556,HZGHC007528c008,HAP1 KIAA0556 (-)
NUDT9/NUDT6,HZGHC007530c012,HAP1 NUDT9/NUDT6 (-)
NUDT9/NUDT6,HZGHC007531c002,HAP1 NUDT9/NUDT6 (-)
NUDT9/NUDT6,HZGHC007531c007,HAP1 NUDT9/NUDT6 (-)
NUDT9/NUDT6,HZGHC007531c009,HAP1 NUDT9/NUDT6 (-)
ACOX1,HZGHC007533c009,HAP1 ACOX1 (-)
ACADVL,HZGHC007534c001,HAP1 ACADVL (-)
ACADVL,HZGHC007534c002,HAP1 ACADVL (-)
ACADVL,HZGHC007534c005,HAP1 ACADVL (-)
ACADVL,HZGHC007534c006,HAP1 ACADVL (-)
ACADVL,HZGHC007534c008,HAP1 ACADVL (-)
ACADVL,HZGHC007534c012,HAP1 ACADVL (-)
WDR41,HZGHC007538c001,HAP1 WDR41 (-)
WDR41,HZGHC007538c009,HAP1 WDR41 (-)
ETS1,HZGHC007540c001,HAP1 ETS1 (-)
ETS1,HZGHC007540c012,HAP1 ETS1 (-)
ETS1,HZGHC007541c007,HAP1 ETS1 (-)
ETS1,HZGHC007541c012,HAP1 ETS1 (-)
RAD54L,HZGHC007543c006,HAP1 RAD54L (-)
RAD54L,HZGHC007543c008,HAP1 RAD54L (-)
RAD54L,HZGHC007543c011,HAP1 RAD54L (-)
ABHD13,HZGHC007545c006,HAP1 ABHD13 (-)
ABHD13,HZGHC007545c009,HAP1 ABHD13 (-)
ZMYM4,HZGHC007547c001,HAP1 ZMYM4 (-)
ZMYM4,HZGHC007547c003,HAP1 ZMYM4 (-)
ZMYM4,HZGHC007547c005,HAP1 ZMYM4 (-)
ZMYM4,HZGHC007547c012,HAP1 ZMYM4 (-)
NONO,HZGHC007548c001,HAP1 NONO (-)
NONO,HZGHC007548c004,HAP1 NONO (-)
NONO,HZGHC007548c006,HAP1 NONO (-)
NONO,HZGHC007549c007,HAP1 NONO (-)
NONO,HZGHC007549c008,HAP1 NONO (-)
NONO,HZGHC007549c011,HAP1 NONO (-)
BRE,HZGHC007550c003,HAP1 BRE  (-)
BRE,HZGHC007550c004,HAP1 BRE  (-)
BRE,HZGHC007550c007,HAP1 BRE  (-)
BRE,HZGHC007550c009,HAP1 BRE  (-)
BRE,HZGHC007551c005,HAP1 BRE  (-)
BRE,HZGHC007551c008,HAP1 BRE  (-)
BRE,HZGHC007551c011,HAP1 BRE  (-)
ERCC5,HZGHC007552c003,HAP1 ERCC5  (-)
ERCC5,HZGHC007552c004,HAP1 ERCC5  (-)
ERCC5,HZGHC007552c007,HAP1 ERCC5  (-)
ERCC5,HZGHC007552c011,HAP1 ERCC5  (-)
ERCC5,HZGHC007552c012,HAP1 ERCC5  (-)
ERCC5,HZGHC007553c004,HAP1 ERCC5  (-)
ERCC5,HZGHC007553c005,HAP1 ERCC5  (-)
ERCC5,HZGHC007553c006,HAP1 ERCC5  (-)
SLC7A8/SLC7A5,HZGHC007554c005,HAP1 SLC7A8/SLC7A5 (-)
SLC7A8/SLC7A5,HZGHC007554c007,HAP1 SLC7A8/SLC7A5 (-)
SLC7A8/SLC7A5,HZGHC007555c002,HAP1 SLC7A8/SLC7A5 (-)
MSRB1,HZGHC007556c010,HAP1 MSRB1 (-)
MICAL1,HZGHC007558c006,HAP1 MICAL1 (-)
SMCR8/C9ORF72,HZGHC007562c004,HAP1 SMCR8/C9orf72 (-)
SMCR8/C9ORF72,HZGHC007562c008,HAP1 SMCR8/C9orf72 (-)
SMCR8/C9ORF72,HZGHC007563c002,HAP1 SMCR8/C9orf72 (-)
SMCR8/C9ORF72,HZGHC007563c006,HAP1 SMCR8/C9orf72 (-)
SMCR8/C9ORF72,HZGHC007563c007,HAP1 SMCR8/C9orf72 (-)
ATG4D,HZGHC007564c003,HAP1 ATG4D (-)
ATG4D,HZGHC007564c007,HAP1 ATG4D (-)
ATG4D,HZGHC007564c009,HAP1 ATG4D (-)
IMPDH2,HZGHC007566c010,HAP1 IMPDH2 (-)
IMPDH2,HZGHC007567c002,HAP1 IMPDH2 (-)
FIGNL1,HZGHC007568c003,HAP1 FIGNL1 (-)
FIGNL1,HZGHC007568c007,HAP1 FIGNL1 (-)
RCOR2,HZGHC007571c005,HAP1 RCOR2 (-)
RCOR2,HZGHC007571c007,HAP1 RCOR2 (-)
RCOR2,HZGHC007571c010,HAP1 RCOR2 (-)
RCOR2,HZGHC007572c002,HAP1 RCOR2 (-)
RCOR2,HZGHC007572c004,HAP1 RCOR2 (-)
RCOR2,HZGHC007572c012,HAP1 RCOR2 (-)
LRWD1,HZGHC007575c005,HAP1 LRWD1 (-)
LRWD1,HZGHC007575c008,HAP1 LRWD1 (-)
LRWD1,HZGHC007576c003,HAP1 LRWD1 (-)
LRWD1,HZGHC007576c010,HAP1 LRWD1 (-)
LRWD1,HZGHC007576c011,HAP1 LRWD1 (-)
PKNOX1,HZGHC007577c007,HAP1 PKNOX1 (-)
PKNOX1,HZGHC007577c010,HAP1 PKNOX1 (-)
BCAT1,HZGHC007580c003,HAP1 BCAT1 (-)
BCAT1,HZGHC007580c006,HAP1 BCAT1 (-)
BCAT1,HZGHC007580c009,HAP1 BCAT1 (-)
BCAT1,HZGHC007580c012,HAP1 BCAT1 (-)
ATG4C,HZGHC007583c004,HAP1 ATG4C (-)
MAN2C1,HZGHC007585c012,HAP1 MAN2C1 (-)
TRAP1,HZGHC007587c001,HAP1 TRAP1 (-)
TRAP1,HZGHC007587c005,HAP1 TRAP1 (-)
TRAP1,HZGHC007588c003,HAP1 TRAP1 (-)
TRAP1,HZGHC007588c006,HAP1 TRAP1 (-)
PAPSS1,HZGHC007590c005,HAP1 PAPSS1 (-)
PAPSS1,HZGHC007590c011,HAP1 PAPSS1 (-)
PAPSS1,HZGHC007590c012,HAP1 PAPSS1 (-)
CES2,HZGHC007591c001,HAP1 CES2 (-)
CES2,HZGHC007591c010,HAP1 CES2 (-)
HINT1,HZGHC007594c010,HAP1 HINT1 (-)
BTBD9,HZGHC007595c006,HAP1 BTBD9 (-)
BTBD9,HZGHC007595c009,HAP1 BTBD9 (-)
BTBD9,HZGHC007596c003,HAP1 BTBD9 (-)
EPT1,HZGHC007597c003,HAP1 EPT1 (-)
EPT1,HZGHC007597c012,HAP1 EPT1 (-)
LIG4,HZGHC00759c022,HAP1 LIG4 (-)
EPT1,HZGHC007611c001,HAP1 EPT1 (-)
EPT1,HZGHC007611c005,HAP1 EPT1 (-)
EPT1,HZGHC007611c007,HAP1 EPT1 (-)
SUN1/SUN2,HZGHC007612c009,HAP1 SUN1/SUN2 (-)
SUN1/SUN2,HZGHC007613c011,HAP1 SUN1/SUN2 (-)
TAP1,HZGHC007615c003,HAP1 TAP1 (-)
TAP1,HZGHC007615c008,HAP1 TAP1 (-)
TAP1,HZGHC007615c012,HAP1 TAP1 (-)
DFNA5,HZGHC007619c002,HAP1 DFNA5 (-)
DFNA5,HZGHC007619c011,HAP1 DFNA5 (-)
KLHL24,HZGHC007621c003,HAP1 KLHL24 (-)
KLHL24,HZGHC007621c010,HAP1 KLHL24 (-)
USP21,HZGHC007623c001,HAP1 USP21 (-)
USP21,HZGHC007623c003,HAP1 USP21 (-)
USP21,HZGHC007623c008,HAP1 USP21 (-)
CTSD,HZGHC007625c001,HAP1 CTSD (-)
CTSD,HZGHC007625c002,HAP1 CTSD (-)
CTSD,HZGHC007625c009,HAP1 CTSD (-)
NFAT5,HZGHC007626c006,HAP1 NFAT5 (-)
NFAT5,HZGHC007626c008,HAP1 NFAT5 (-)
NFAT5,HZGHC007626c010,HAP1 NFAT5 (-)
NFAT5,HZGHC007626c012,HAP1 NFAT5 (-)
TRPV5/TRPV6,HZGHC007631c012,HAP1 TRPV5/TRPV6 (-)
HS2ST1,HZGHC007632c010,HAP1 HS2ST1 (-)
HS2ST1,HZGHC007632c011,HAP1 HS2ST1 (-)
HS2ST1,HZGHC007632c021,HAP1 HS2ST1 (-)
ZBTB1,HZGHC007634c005,HAP1 ZBTB1 (-)
ASL,HZGHC007641c005,HAP1 ASL (-)
ASL,HZGHC007641c012,HAP1 ASL (-)
SPHK1,HZGHC007644c005,HAP1 SPHK1 (-)
SPHK2,HZGHC007645c002,HAP1 SPHK2 (-)
SPHK2,HZGHC007645c003,HAP1 SPHK2 (-)
SPHK2,HZGHC007645c008,HAP1 SPHK2 (-)
SPHK2,HZGHC007645c011,HAP1 SPHK2 (-)
CBR1,HZGHC007648c002,HAP1 CBR1 (-)
CBR1,HZGHC007648c003,HAP1 CBR1 (-)
CBR1,HZGHC007648c006,HAP1 CBR1 (-)
CBR1,HZGHC007648c010,HAP1 CBR1 (-)
CBR1,HZGHC007648c012,HAP1 CBR1 (-)
CBR4,HZGHC007650c002,HAP1 CBR4 (-)
CBR4,HZGHC007650c010,HAP1 CBR4 (-)
PCGF2,HZGHC007653c001,HAP1 PCGF2 (-)
PCGF2,HZGHC007653c004,HAP1 PCGF2 (-)
ARHGEF7,HZGHC007655c001,HAP1 ARHGEF7 (-)
ARHGEF7,HZGHC007655c003,HAP1 ARHGEF7 (-)
ARHGEF7,HZGHC007655c004,HAP1 ARHGEF7 (-)
ARHGEF7,HZGHC007655c005,HAP1 ARHGEF7 (-)
UBQLN4,HZGHC007658c002,HAP1 UBQLN4 (-)
UBQLN4,HZGHC007658c009,HAP1 UBQLN4 (-)
PARL,HZGHC007660c003,HAP1 PARL (-)
PARL,HZGHC007660c005,HAP1 PARL (-)
PARL,HZGHC007660c010,HAP1 PARL (-)
ACADS,HZGHC007663c001,HAP1 ACADS (-)
ACADS,HZGHC007663c004,HAP1 ACADS (-)
ACADS,HZGHC007663c005,HAP1 ACADS (-)
ACAA2,HZGHC007664c005,HAP1 ACAA2 (-)
ACAA2,HZGHC007665c008,HAP1 ACAA2 (-)
HN1L,HZGHC007667c006,HAP1 HN1L (-)
HN1L,HZGHC007667c007,HAP1 HN1L (-)
HN1,HZGHC007668c001,HAP1 HN1 (-)
HN1,HZGHC007668c003,HAP1 HN1 (-)
HN1,HZGHC007668c005,HAP1 HN1 (-)
HN1,HZGHC007668c006,HAP1 HN1 (-)
RETSAT,HZGHC007670c001,HAP1 RETSAT (-)
RETSAT,HZGHC007670c006,HAP1 RETSAT (-)
RETSAT,HZGHC007670c008,HAP1 RETSAT (-)
RETSAT,HZGHC007670c011,HAP1 RETSAT (-)
RETSAT,HZGHC007670c012,HAP1 RETSAT (-)
DIAPH3,HZGHC007675c006,HAP1 DIAPH3 (-)
DIAPH3,HZGHC007675c008,HAP1 DIAPH3 (-)
DIAPH3,HZGHC007675c009,HAP1 DIAPH3 (-)
DIAPH3,HZGHC007675c011,HAP1 DIAPH3 (-)
DIAPH3,HZGHC007676c007,HAP1 DIAPH3 (-)
DIAPH3,HZGHC007676c010,HAP1 DIAPH3 (-)
UBQLN4/UBQLN1,HZGHC007677c006,HAP1 UBQLN4/UBQLN1 (-)
UBQLN4/UBQLN1,HZGHC007678c004,HAP1 UBQLN4/UBQLN1 (-)
UBQLN4/UBQLN1,HZGHC007678c006,HAP1 UBQLN4/UBQLN1 (-)
UBQLN4/UBQLN1,HZGHC007678c008,HAP1 UBQLN4/UBQLN1 (-)
UBQLN4/UBQLN1,HZGHC007678c010,HAP1 UBQLN4/UBQLN1 (-)
ALKBH5,HZGHC007680c005,HAP1 ALKBH5 (-)
ALKBH5,HZGHC007680c009,HAP1 ALKBH5 (-)
ALKBH5,HZGHC007680c011,HAP1 ALKBH5 (-)
CUL7,HZGHC007683c005,HAP1 CUL7 (-)
CUL7,HZGHC007683c011,HAP1 CUL7 (-)
RNASET2,HZGHC007685c001,HAP1 RNASET2 (-)
RNASET2,HZGHC007685c008,HAP1 RNASET2 (-)
PPP2R2A,HZGHC007687c008,HAP1 PPP2R2A (-)
PPP2R2A,HZGHC007687c009,HAP1 PPP2R2A (-)
PPP2R2A,HZGHC007688c003,HAP1 PPP2R2A (-)
PDSS1,HZGHC007693c003,HAP1 PDSS1 (-)
PDSS1,HZGHC007693c009,HAP1 PDSS1 (-)
C16ORF91,HZGHC007695c002,HAP1 C16orf91 (-)
C16ORF91,HZGHC007695c008,HAP1 C16orf91 (-)
C16ORF91,HZGHC007695c009,HAP1 C16orf91 (-)
C16ORF91,HZGHC007695c010,HAP1 C16orf91 (-)
NDUFAF5,HZGHC007697c002,HAP1 NDUFAF5 (-)
NDUFAF5,HZGHC007697c010,HAP1 NDUFAF5 (-)
NDUFAF4,HZGHC007700c006,HAP1 NDUFAF4 (-)
ACAD9,HZGHC007703c004,HAP1 ACAD9 (-)
ACAD9,HZGHC007703c007,HAP1 ACAD9 (-)
NDUFAF7,HZGHC007706c005,HAP1 NDUFAF7 (-)
NDUFAF7,HZGHC007706c006,HAP1 NDUFAF7 (-)
NDUFAF7,HZGHC007706c009,HAP1 NDUFAF7 (-)
TIMMDC1,HZGHC007707c002,HAP1 TIMMDC1 (-)
TIMMDC1,HZGHC007707c004,HAP1 TIMMDC1 (-)
TIMMDC1,HZGHC007707c008,HAP1 TIMMDC1 (-)
HAP1,HZGHC007709c005,HAP1 C17orf89 (-)
HAP1,HZGHC007710c001,HAP1 C17orf89 (-)
NDUFAF2,HZGHC007711c005,HAP1 NDUFAF2 (-)
NDUFAF2,HZGHC007711c006,HAP1 NDUFAF2 (-)
NDUFAF2,HZGHC007712c005,HAP1 NDUFAF2 (-)
NDUFAF2,HZGHC007712c010,HAP1 NDUFAF2 (-)
NDUFAF2,HZGHC007712c012,HAP1 NDUFAF2 (-)
PDSS2,HZGHC007713c012,HAP1 PDSS2 (-)
COQ3,HZGHC007716c011,HAP1 COQ3 (-)
COQ4,HZGHC007718c009,HAP1 COQ4 (-)
COQ6,HZGHC007719c004,HAP1 COQ6 (-)
COQ6,HZGHC007719c005,HAP1 COQ6 (-)
COQ6,HZGHC007719c006,HAP1 COQ6 (-)
COQ6,HZGHC007719c011,HAP1 COQ6 (-)
COQ6,HZGHC007719c012,HAP1 COQ6 (-)
COQ10A,HZGHC007721c006,HAP1 COQ10A (-)
COQ10A,HZGHC007721c009,HAP1 COQ10A (-)
COQ10A,HZGHC007721c012,HAP1 COQ10A (-)
